Empresa,"Tipo
Docto","Nro
Docto",Detalle,DOCUMENTO CRUCE
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,182,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,426,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,286,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,67,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,66,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,428,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,65,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,425,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,131,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,339,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,64,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,438,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,183,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,415,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,149,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,422,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,219,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,482,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,184,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,439,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,DS,513,ANAC SERV PROFESIONAL GESTOR PROMOCION R,CR-53
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,305,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,311,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,162,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,402,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-195
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,165,ANAC CC110178 SERV PROF AUXILIAR COORDIN,PE-162
Ticenergi,DS,295,ANAC CC110178 SERV PROF COORDINADOR REGI,PE-191
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,132,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,340,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,401,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-195
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,133,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,341,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,101,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,443,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,71,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-161
Ticenergi,DS,476,ANAC CC110178 SERV PROF GESTOR AUXILIAR,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,134,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,342,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,102,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,446,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,135,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,103,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,445,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,198,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-163
Ticenergi,DS,355,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,199,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,356,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,154,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,357,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,200,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,358,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,322,ANAC CC110178 SERV PROF GESTOR COMUNICAC,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,201,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,359,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,202,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,360,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,203,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,155,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,152,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,361,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,204,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,362,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,306,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,191,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,172,ANAC CC110178 SERV PROF COORDINADOR REGI,PE-163
Ticenergi,DS,293,ANAC CC110178 SERV PROF COORDINADOR REGI,PE-191
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,205,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,363,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,185,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,430,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-194
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,75,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-161
Ticenergi,DS,343,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,173,ANAC CC110178 SERV PROF GESTOR COMUNICAC,PE-163
Ticenergi,DS,297,ANAC CC110178 SERV PROF GESTOR COMUNICAC,PE-191
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,76,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-161
Ticenergi,DS,344,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,136,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,345,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,206,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,104,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,283,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-172
Ticenergi,DS,406,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-195
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,105,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,468,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,106,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,451,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,107,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,463,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,313,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,268,ANAC CC110178 SERV PROF GESTOR AUXULIAR,PE-163
Ticenergi,DS,410,ANAC CC110178 SERV PROF GESTOR AUXILIAR,PE-195
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,248,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,383,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,315,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,269,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,413,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-195
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,314,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,137,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,346,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,300,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,270,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,412,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-195
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,163,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,397,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-195
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,164,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,409,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-195
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,220,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,221,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,483,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,108,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,466,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,222,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,484,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,223,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,224,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,485,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,225,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,486,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,138,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-162
Ticenergi,DS,347,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-203
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,301,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-202
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,DS,226,ANAC CC110178 SERV PROF GESTOR PROMOCION,PE-163
Ticenergi,DS,487,ANAC CC110178 SERV PROF GESTOR PROMOCION,NI-190
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
Ticenergi,NI,193,LR-RECLASIF DS JULIO Y AGTO AL COSTO LR-RECLASIF DS JULIO Y AGTO AL COSTO,
